,U,target_U,nbt,AMCmax,Greedy,EDFVD_test,LPA,OCBP,PLRS,Vestal,LWLF,LWLF_t,LWLF_n_states,EDFVD,EDFVD_t,EDFVD_n_states
118,0.5125,0.51,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.529749870300293,388.0,1.0,1.8100860118865967,276.0
119,0.5108695652173914,0.51,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6622889041900635,206.0,1.0,2.2809882164001465,206.0
120,0.5244444444444445,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6889219284057617,228.0,1.0,1.7438280582427979,228.0
121,0.5202922077922079,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.614912986755371,2061.0,1.0,5.189138889312744,1602.0
122,0.518840579710145,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6445538997650146,176.0,1.0,1.8113808631896973,176.0
123,0.5173913043478261,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4358201026916504,184.0,1.0,1.5146009922027588,186.0
124,0.520320197044335,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.499887228012085,464.0,1.0,3.4557650089263916,418.0
125,0.5248275862068965,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3239402770996094,570.0,1.0,3.679266929626465,528.0
126,0.5230769230769231,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9992761611938477,168.0,1.0,2.469385862350464,168.0
127,0.5194140897465706,0.52,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.03539276123047,14862.0,1.0,25.887451887130737,9198.0
128,0.5238095238095237,0.52,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.1977622509002686,234.0,1.0,3.4703428745269775,180.0
129,0.5157407407407408,0.52,4.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,44.25132203102112,20952.0,1.0,35.93218183517456,14547.0
130,0.5289819004524887,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,70.86724710464478,47020.0,1.0,62.09035897254944,38772.0
131,0.5277653381101657,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19.153813123703003,8991.0,1.0,15.135026216506958,8064.0
132,0.5278867102396514,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.958286046981812,4167.0,1.0,8.036282062530518,3912.0
133,0.5337643678160919,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33.62541103363037,17598.0,1.0,30.076167821884155,15099.0
134,0.5340909090909091,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.263021230697632,178.0,1.0,2.4175522327423096,168.0
135,0.5303448275862069,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.466907739639282,12243.0,1.0,20.187450170516968,9492.0
136,0.5259180474697716,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,27.71484684944153,14547.0,1.0,22.147008180618286,11421.0
137,0.5332167832167832,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.541369915008545,344.0,1.0,1.773146152496338,254.0
138,0.5256410256410257,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4866359233856201,136.0,1.0,1.3167319297790527,130.0
139,0.5333333333333333,0.53,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.3670239448547363,20.0,1.0,1.1313128471374512,20.0
140,0.537962962962963,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.872338056564331,302.0,1.0,3.076432943344116,226.0
141,0.5403508771929825,0.54,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9493980407714844,174.0,1.0,2.4113612174987793,130.0
